ROI_type,dice_coef,task,,,
pancreas+tumor,0.708844503,train,,,
pancreas+tumor,0.596547222,train,,,
pancreas+tumor,0.862364657,train,,,
pancreas+tumor,0.739034907,train,,,
pancreas+tumor,0.72702941,train,,,
pancreas+tumor,0.67104653,train,,,
pancreas+tumor,0.843886176,train,,,
pancreas+tumor,0.727740172,train,,,
pancreas+tumor,0.560999691,train,,,
pancreas+tumor,0.847441008,train,,,
pancreas+tumor,0.814792238,train,,,
pancreas+tumor,0.905118165,train,,,
pancreas+tumor,0.526536331,train,,,
pancreas+tumor,0.771379337,train,,,
pancreas+tumor,0.576893784,train,,,
pancreas+tumor,0.423501443,train,,,
pancreas+tumor,0.784083536,train,,,
pancreas+tumor,0.846760358,train,,,
pancreas+tumor,0.839277605,train,,,
pancreas+tumor,0.613876413,train,,,
pancreas+tumor,0.805951368,train,,,
pancreas+tumor,0.551568627,train,,,
pancreas+tumor,0.330067693,train,,,
pancreas+tumor,0.840882429,train,,,
pancreas+tumor,0.886444832,train,,,
pancreas+tumor,0.863136907,train,,,
pancreas+tumor,0.804322749,train,,,
pancreas+tumor,0.560268404,train,,,
pancreas+tumor,0.680313621,train,,,
pancreas+tumor,0.661992044,train,,,
pancreas+tumor,0.841065108,train,,,
pancreas+tumor,0.840683737,train,,,
pancreas+tumor,0.780576824,train,,,
pancreas+tumor,0.601264377,train,,,
pancreas+tumor,0.784894013,train,,,
pancreas+tumor,0.877559133,train,,,
pancreas+tumor,0.867762389,train,,,
pancreas+tumor,0.743281637,train,,,
pancreas+tumor,0.75503659,train,,,
pancreas+tumor,0.773399696,train,,,
pancreas+tumor,0.556056061,train,,,
pancreas+tumor,0.622440058,train,,,
pancreas+tumor,0.654216993,train,,,
pancreas+tumor,0.867286914,train,,,
pancreas+tumor,0.724153479,train,,,
pancreas+tumor,0.896101839,train,,,
pancreas+tumor,0.6957602,train,,,
pancreas+tumor,0.837119233,train,,,
pancreas+tumor,0.795498028,train,,,
pancreas+tumor,0.845196563,train,,,
pancreas+tumor,0.858348164,train,,,
pancreas+tumor,0.460334165,train,,,
pancreas+tumor,0.717018928,train,,,
pancreas+tumor,0.718163303,train,,,
pancreas+tumor,0.666294272,train,,,
pancreas+tumor,0.599207139,train,,,
pancreas+tumor,0.597692901,train,,,
pancreas+tumor,0.598302503,train,,,
pancreas+tumor,0.879535522,train,,,
pancreas+tumor,0.729208684,train,,,
pancreas+tumor,0.706920787,train,,,
pancreas+tumor,0.347807277,train,,,
pancreas+tumor,0.815836982,train,,,
pancreas+tumor,0.641356974,train,,,
pancreas+tumor,0.764620207,train,,,
pancreas+tumor,0.854657849,train,,,
pancreas+tumor,0.750842587,train,,,
pancreas+tumor,0.641043151,train,,,
pancreas+tumor,0.527456416,train,,,
pancreas+tumor,0.548512133,train,,,
pancreas+tumor,0.494583534,train,,,
pancreas+tumor,0.588466176,train,,,
pancreas+tumor,0.626365405,train,,,
mean,0.574289039,train,,,
mean,0.463053275,train,,,
mean,0.546484766,train,,,
mean,0.533275596,train,,,
mean,0.408497365,train,,,
mean,0.670274986,train,,,
mean,0.537372734,train,,,
mean,0.633963935,train,,,
mean,0.666995868,train,,,
mean,0.757509269,train,,,
mean,0.583817606,train,,,
mean,0.507966433,train,,,
mean,0.630139264,train,,,
mean,0.410371043,train,,,
mean,0.66704399,train,,,
mean,0.665526314,train,,,
mean,0.719244837,train,,,
mean,0.698427558,train,,,
mean,0.610540454,train,,,
mean,0.588953187,train,,,
mean,0.616474511,train,,,
mean,0.716018203,train,,,
mean,0.190879946,train,,,
mean,0.793080676,train,,,
mean,0.757712244,train,,,
